Labels	quencher 0.2 mM		
Type	Time Scan	
Comment		
start(nm)	0.00	
stop(nm)	999.02340	
step(nm)	0.976563	
fixed/offset(nm)	 	
Xaxis	Time	
Yaxis	Counts	
0.00	1.000E+0	
0.976563	1.000E+0	
1.953125	0.000E+0	
2.929688	1.000E+0	
3.906250	1.000E+0	
4.882813	2.000E+0	
5.859375	2.000E+0	
6.835938	2.000E+0	
7.81250	0.000E+0	
8.789063	1.000E+0	
9.765625	0.000E+0	
10.742188	1.000E+0	
11.718750	1.000E+0	
12.695313	0.000E+0	
13.671875	1.000E+0	
14.648438	1.000E+0	
15.6250	2.000E+0	
16.601563	3.000E+0	
17.578125	0.000E+0	
18.554688	0.000E+0	
19.531250	2.000E+0	
20.507813	0.000E+0	
21.484375	1.000E+0	
22.460938	0.000E+0	
23.43750	0.000E+0	
24.414063	0.000E+0	
25.390625	0.000E+0	
26.367188	0.000E+0	
27.343750	1.000E+0	
28.320313	2.000E+0	
29.296875	1.000E+0	
30.273438	1.000E+0	
31.250	1.000E+0	
32.226563	0.000E+0	
33.203125	1.000E+0	
34.179688	2.000E+0	
35.156250	1.000E+0	
36.132813	0.000E+0	
37.109375	0.000E+0	
38.085938	0.000E+0	
39.06250	0.000E+0	
40.039063	1.000E+0	
41.015625	0.000E+0	
41.992188	0.000E+0	
42.968750	0.000E+0	
43.945313	1.000E+0	
44.921875	0.000E+0	
45.898438	3.000E+0	
46.8750	0.000E+0	
47.851563	0.000E+0	
48.828125	0.000E+0	
49.804688	0.000E+0	
50.781250	3.000E+0	
51.757813	0.000E+0	
52.734375	0.000E+0	
53.710938	0.000E+0	
54.68750	0.000E+0	
55.664063	1.000E+0	
56.640625	0.000E+0	
57.617188	0.000E+0	
58.593750	2.000E+0	
59.570313	6.000E+0	
60.546875	8.200E+1	
61.523438	4.070E+2	
62.50	1.046E+3	
63.476563	1.618E+3	
64.453125	1.738E+3	
65.429688	1.994E+3	
66.406250	2.000E+3	
67.382813	1.885E+3	
68.359375	1.947E+3	
69.335938	1.875E+3	
70.31250	1.942E+3	
71.289063	1.805E+3	
72.265625	1.768E+3	
73.242188	1.694E+3	
74.218750	1.736E+3	
75.195313	1.741E+3	
76.171875	1.644E+3	
77.148438	1.615E+3	
78.1250	1.631E+3	
79.101563	1.545E+3	
80.078125	1.562E+3	
81.054688	1.545E+3	
82.031250	1.539E+3	
83.007813	1.508E+3	
83.984375	1.474E+3	
84.960938	1.473E+3	
85.93750	1.417E+3	
86.914063	1.411E+3	
87.890625	1.392E+3	
88.867188	1.434E+3	
89.843750	1.476E+3	
90.820313	1.410E+3	
91.796875	1.359E+3	
92.773438	1.302E+3	
93.750	1.304E+3	
94.726563	1.354E+3	
95.703125	1.292E+3	
96.679688	1.310E+3	
97.656250	1.240E+3	
98.632813	1.180E+3	
99.609375	1.240E+3	
100.58590	1.205E+3	
101.56250	1.218E+3	
102.53910	1.179E+3	
103.51560	1.180E+3	
104.49220	1.175E+3	
105.46880	1.095E+3	
106.44530	1.086E+3	
107.42190	1.169E+3	
108.39840	1.139E+3	
109.3750	1.139E+3	
110.35160	1.109E+3	
111.32810	1.111E+3	
112.30470	1.141E+3	
113.28130	1.118E+3	
114.25780	1.109E+3	
115.23440	1.067E+3	
116.21090	1.046E+3	
117.18750	1.112E+3	
118.16410	1.009E+3	
119.14060	1.060E+3	
120.11720	1.083E+3	
121.09380	1.024E+3	
122.07030	1.061E+3	
123.04690	9.710E+2	
124.02340	1.003E+3	
125.0	9.000E+2	
125.97660	9.880E+2	
126.95310	9.370E+2	
127.92970	1.033E+3	
128.90630	1.022E+3	
129.88280	1.028E+3	
130.85940	9.530E+2	
131.83590	9.750E+2	
132.81250	1.006E+3	
133.78910	9.910E+2	
134.76560	9.160E+2	
135.74220	9.690E+2	
136.71880	9.230E+2	
137.69530	8.710E+2	
138.67190	8.990E+2	
139.64840	9.200E+2	
140.6250	9.400E+2	
141.60160	9.460E+2	
142.57810	8.820E+2	
143.55470	8.980E+2	
144.53130	8.610E+2	
145.50780	8.300E+2	
146.48440	9.090E+2	
147.46090	8.460E+2	
148.43750	8.550E+2	
149.41410	8.290E+2	
150.39060	8.880E+2	
151.36720	8.750E+2	
152.34380	8.890E+2	
153.32030	8.510E+2	
154.29690	8.470E+2	
155.27340	8.000E+2	
156.250	7.640E+2	
157.22660	8.000E+2	
